"",element,car_names,car_prices,car_registered_date,car_km,car_PS,car_configuration,car_fuelType,car_adresse,Datum,Marke,Typ_grob,Typ,Status,VerkauftIn
"2040",2040,VOLVO C40 Rech P8 Twin Ultimate,59000,Vorführmodell,1'000,408,,Elektro,1260 Nyon,2023-11-22,VOLVO ,C40 ,C40 Rech ,,FALSE
"2041",2041,BMW X1 xDrive 18d M Sport,43900,12.2022,25'000,150,Automatikgetriebe,Diesel,1530 Payerne,2023-11-22,BMW ,X1 ,X1 xDrive ,,FALSE
"2042",2042,BMW X1 xDrive 18d Essent.Ed,34900,04.2022,40'000,150,Automatikgetriebe,Diesel,1530 Payerne,2023-11-22,BMW ,X1 ,X1 xDrive ,,FALSE
"2043",2043,BMW X1 xDrive 25e,39900,06.2022,32'000,220,Automatikgetriebe,Hybrid,1530 Payerne,2023-11-22,BMW ,X1 ,X1 xDrive ,,FALSE
"2044",2044,BMW i3 (120Ah) Fleet Edition,30900,06.2021,22'600,170,Automatikgetriebe,Elektro,"5317 Hettenschwil, Gibriststrasse 5",2023-11-22,BMW ,i3 ,i3 (120Ah) ,,FALSE
"2045",2045,BMW M440i xDrive 48V Cabrio,87200,Neues Fahrzeug,1,374,Automatikgetriebe,Benzin,5417 Untersiggenthal,2023-11-22,BMW ,M440i ,M440i xDrive ,,FALSE
"2046",2046,SKODA Enyaq iV 80x Founders Ed.,44900,12.2021,21'200,265,Automatikgetriebe,Elektro,"5317 Hettenschwil, Gibriststrasse 5",2023-11-22,SKODA ,Enyaq ,Enyaq iV ,,FALSE
"2047",2047,AUDI Q4 e-tron 50 quattro,44900,06.2021,28'700,299,Automatikgetriebe,Elektro,"5317 Hettenschwil, Gibriststrasse 5",2023-11-22,AUDI ,Q4 ,Q4 e-tron ,,FALSE
"2048",2048,BMW X3 xDrive 48V 30d M Sport,95300,Neues Fahrzeug,100,285,Automatikgetriebe,Diesel,6341 Baar,2023-11-22,BMW ,X3 ,X3 xDrive ,,FALSE
"2049",2049,BMW X5 xDrive 48V 40d M Sport,88900,06.2023,20'000,340,Automatikgetriebe,Diesel,1530 Payerne,2023-11-22,BMW ,X5 ,X5 xDrive ,,FALSE
"2050",2050,BMW i4 eDrive 35 M Sport,63900,05.2023,10'000,286,Automatikgetriebe,Elektro,1530 Payerne,2023-11-22,BMW ,i4 ,i4 eDrive ,,FALSE
"2051",2051,VOLVO C40 Rech P8 Twin Ultimate,59500,Vorführmodell,1'000,408,Automatikgetriebe,Elektro,1260 Nyon,2023-11-22,VOLVO ,C40 ,C40 Rech ,,FALSE
"2052",2052,VOLVO C40 Rech P8 Twin Ultimate,59000,Vorführmodell,1'000,408,Automatikgetriebe,Elektro,1260 Nyon,2023-11-22,VOLVO ,C40 ,C40 Rech ,,FALSE
"2053",2053,VOLVO XC60 B5 D AWD UltimBright,78900,Neues Fahrzeug,500,235,Automatikgetriebe,Diesel,1260 Nyon,2023-11-22,VOLVO ,XC60 ,XC60 B5 ,,FALSE
"2054",2054,VOLVO V60 CC B4 Plus AWD,67900,Neues Fahrzeug,100,197,Automatikgetriebe,Diesel,1260 Nyon,2023-11-22,VOLVO ,V60 ,V60 CC ,,FALSE
"2055",2055,VOLVO V60 B4 MHD Core DCT,61900,Neues Fahrzeug,100,197,Automatikgetriebe,Benzin,1260 Nyon,2023-11-22,VOLVO ,V60 ,V60 B4 ,,FALSE
"2056",2056,VOLVO XC60 B4 D AWD UltimBright,77900,Neues Fahrzeug,100,197,Automatikgetriebe,Diesel,1260 Nyon,2023-11-22,VOLVO ,XC60 ,XC60 B4 ,,FALSE
"2057",2057,VOLVO XC60 B4 D AWD Plus Bright,65900,Neues Fahrzeug,100,197,Automatikgetriebe,Diesel,1260 Nyon,2023-11-22,VOLVO ,XC60 ,XC60 B4 ,,FALSE
"2058",2058,VOLVO V60 CC B4 Ultimate AWD,68900,Neues Fahrzeug,100,197,Automatikgetriebe,Diesel,1260 Nyon,2023-11-22,VOLVO ,V60 ,V60 CC ,,FALSE
"2059",2059,VOLVO XC90 T8 eAWD Plus Dark,99999,Neues Fahrzeug,100,0,Automatikgetriebe,Hybrid,1260 Nyon,2023-11-22,VOLVO ,XC90 ,XC90 T8 ,,FALSE
"2060",2060,VOLVO V60 T6 eAWD Ultim Bright,73900,Neues Fahrzeug,100,257,Automatikgetriebe,Hybrid,1260 Nyon,2023-11-22,VOLVO ,V60 ,V60 T6 ,,FALSE
"2061",2061,PEUGEOT 208 1.2 PureTech Allure S/S,9900,02.2015,75'000,110,Handschaltung,Benzin,8810 Horgen,2023-11-22,PEUGEOT ,208 ,208 1.2 ,,FALSE
"2062",2062,FORD Kuga 2.0 TDCi 180 ST-Line FPS,24800,10.2019,53'400,180,Automatikgetriebe,Diesel,8810 Horgen,2023-11-22,FORD ,Kuga ,Kuga 2.0 ,,FALSE
"2063",2063,BMW 223i Act. T. xDr. M Sport,53900,07.2023,15'000,204,Automatikgetriebe,Benzin,1530 Payerne,2023-11-22,BMW ,223i ,223i Act. ,,FALSE
"2064",2064,MERCEDES-BENZ Sprinter 313 CDI 4x4,29800,11.2004,80'500,129,Automatikgetriebe,Diesel,6330 Cham,2023-11-22,MERCEDES-BENZ ,Sprinter ,Sprinter 313 ,,FALSE
"2065",2065,BMW X3 xDrive 20d Steptronic,34900,10.2019,45'100,190,Automatikgetriebe,Diesel,8305 Dietlikon,2023-11-22,BMW ,X3 ,X3 xDrive ,,FALSE
"2066",2066,BMW i3 (94Ah),19900,01.2020,57'900,170,Automatikgetriebe,Elektro,8305 Dietlikon,2023-11-22,BMW ,i3 ,i3 ,,FALSE
"2067",2067,PEUGEOT 3008 2.0 BlueHDi GT EAT,20900,10.2019,82'300,181,Automatikgetriebe,Diesel,8305 Dietlikon,2023-11-22,PEUGEOT ,3008 ,3008 2.0 ,,FALSE
"2068",2068,SKODA ENYAQ iV Coupé RS MAXX 80 4x4 Suite,62990,Neues Fahrzeug,5,300,Automatikgetriebe,Elektro,9542 Münchwilen,2023-11-22,SKODA ,ENYAQ ,ENYAQ iV ,,FALSE
"2069",2069,SKODA KAROQ 1.5 TSI SportLine DSG,39890,Neues Fahrzeug,5,150,Automatikgetriebe,Benzin,9542 Münchwilen,2023-11-22,SKODA ,KAROQ ,KAROQ 1.5 ,,FALSE
"2070",2070,KIA NIRO EV Style PLUS MJ2023,47880,Neues Fahrzeug,5,204,Automatikgetriebe,Elektro,9542 Münchwilen,2023-11-22,KIA ,NIRO ,NIRO EV ,,FALSE
"2071",2071,VOLVO XC40 Recharge P8 Twin AWD Pure Electric Ultimate,65800,Neues Fahrzeug,1,408,Automatikgetriebe,Elektro,8834 Schindellegi-Feusisberg,2023-11-22,VOLVO ,XC40 ,XC40 Recharge ,,FALSE
"2072",2072,VOLVO XC90 B5 Diesel Mild Hybrid AWD Ultimate Dark Geartronic,85000,Neues Fahrzeug,1,235,Automatikgetriebe,Diesel,8834 Schindellegi-Feusisberg,2023-11-22,VOLVO ,XC90 ,XC90 B5 ,,FALSE
"2073",2073,"DACIA Spring 27 kWh Expression CCS Schnelllader, Modell 23 mit Facelift",16800,Neues Fahrzeug,1,45,Automatikgetriebe,Elektro,8834 Schindellegi-Feusisberg,2023-11-22,DACIA ,Spring ,Spring 27 ,,FALSE
"2074",2074,AUDI RS3 Sportback 2.5 TSI quattro S-tronic,82800,Neues Fahrzeug,1,400,Automatikgetriebe,Benzin,8834 Schindellegi-Feusisberg,2023-11-22,AUDI ,RS3 ,RS3 Sportback ,,FALSE
"2075",2075,MERCEDES-BENZ GLE 400 d 4Matic AMG Line 9G-Tronic,94900,09.2019,39'800,330,Automatikgetriebe,Diesel,8712 Stäfa,2023-11-22,MERCEDES-BENZ ,GLE ,GLE 400 ,,FALSE
"2076",2076,MERCEDES-BENZ GLC 63 S AMG 4Matic+ 9G-Tronic,74900,06.2018,28'000,510,Automatikgetriebe,Benzin,8370 Sirnach/ TG,2023-11-22,MERCEDES-BENZ ,GLC ,GLC 63 ,,FALSE
"2077",2077,PEUGEOT 5008 1.6 Pure Crossway Tech Allure EAT8,29900,01.2020,66'189,181,Automatikgetriebe,Benzin,8807 Freienbach (SZ),2023-11-22,PEUGEOT ,5008 ,5008 1.6 ,,FALSE
"2078",2078,VW ID.3 Pro Performance BIKE,38890,Neues Fahrzeug,5,204,Automatikgetriebe,Elektro,9542 Münchwilen,2023-11-22,VW ,ID.3 ,ID.3 Pro ,,FALSE
"2079",2079,VW Up e  Rundumsorglospaket,22990,Neues Fahrzeug,5,82,Automatikgetriebe,Elektro,9542 Münchwilen,2023-11-22,VW ,Up ,Up e ,,FALSE
"2080",2080,KIA NIRO EV Power PLUS MJ2023,35990,11.2022,42'490,204,Automatikgetriebe,Elektro,9542 Münchwilen,2023-11-22,KIA ,NIRO ,NIRO EV ,,FALSE
"2081",2081,KIA SPORTAGE 1.6 T-GDi Hybrid GT-Line 4x4,44880,Neues Fahrzeug,5,230,Automatikgetriebe,Hybrid,9542 Münchwilen,2023-11-22,KIA ,SPORTAGE ,SPORTAGE 1.6 ,,FALSE
"2082",2082,SKODA OCTAVIA 2.0 TSI Style 4x4 DSG,41850,Neues Fahrzeug,5,190,Automatikgetriebe,Benzin,9542 Münchwilen,2023-11-22,SKODA ,OCTAVIA ,OCTAVIA 2.0 ,,FALSE
"2083",2083,CUPRA FORMENTOR 2.0 TSI 4Drive DSG,42500,Neues Fahrzeug,5,190,Automatikgetriebe,Benzin,9542 Münchwilen,2023-11-22,CUPRA ,FORMENTOR ,FORMENTOR 2.0 ,,FALSE
"2084",2084,KIA SPORTAGE 1.6 T-GDi PHEV GT-Line 4x4,48750,Neues Fahrzeug,5,265,Automatikgetriebe,Hybrid,9542 Münchwilen,2023-11-22,KIA ,SPORTAGE ,SPORTAGE 1.6 ,,FALSE
"2085",2085,VOLVO XC60 2.0 T6 TE XCENTRIC eAWD,74410,Neues Fahrzeug,10,398,Automatikgetriebe,Hybrid,4800 Zofingen,2023-11-22,VOLVO ,XC60 ,XC60 2.0 ,,FALSE
"2086",2086,AUDI A1 Sportback 30 TFSI S Line S-tronic,38300,Neues Fahrzeug,15,110,Automatikgetriebe,Benzin,1095 Lutry,2023-11-22,AUDI ,A1 ,A1 Sportback ,,FALSE
"2087",2087,FORD Puma 1.0 MHEV ST-Line X A,23890,11.2021,38'390,125,Automatikgetriebe,Benzin,5416 Kirchdorf AG,2023-11-22,FORD ,Puma ,Puma 1.0 ,,FALSE
"2088",2088,AUDI S3 Sportback 2.0 TFSI quattro S-tronic,49900,07.2021,42'700,311,Automatikgetriebe,Benzin,9050 Appenzell,2023-11-22,AUDI ,S3 ,S3 Sportback ,,FALSE
"2089",2089,VW TIGUAN 2.0 TSI R-Line 4Motion,52960,Neues Fahrzeug,5,190,Automatikgetriebe,Benzin,9542 Münchwilen,2023-11-22,VW ,TIGUAN ,TIGUAN 2.0 ,,FALSE
"2090",2090,PORSCHE Cayenne GTS,124900,01.2023,13'000,460,Automatikgetriebe,Benzin,1023 Crissier,2023-11-22,PORSCHE ,Cayenne ,Cayenne ,,FALSE
"2091",2091,"PORSCHE Taycan GTS Sport Turismo Performance Plus 93,4kWh",139900,05.2023,9'000,598,Automatikgetriebe,Elektro,1023 Crissier,2023-11-22,PORSCHE ,Taycan ,Taycan GTS ,,FALSE
"2092",2092,PORSCHE 911 Turbo S Cabriolet PDK,234900,10.2021,23'000,650,Automatikgetriebe,Benzin,1023 Crissier,2023-11-22,PORSCHE ,911 ,911 Turbo ,,FALSE
"2093",2093,PORSCHE Panamera 4S E-Hybrid Sport Turismo PDK,119900,01.2022,34'000,560,Automatikgetriebe,Hybrid,1023 Crissier,2023-11-22,PORSCHE ,Panamera ,Panamera 4S ,,FALSE
"2094",2094,PORSCHE Taycan 4 Cross Turismo,114900,Vorführmodell,5'000,476,,Elektro,1023 Crissier,2023-11-22,PORSCHE ,Taycan ,Taycan 4 ,,FALSE
"2095",2095,VOLVO V90 T8 eAWD Plug in Hybrid Ultimate Dark Geartronic,92680,Vorführmodell,6'000,455,Automatikgetriebe,Hybrid,9014 St. Gallen,2023-11-22,VOLVO ,V90 ,V90 T8 ,,FALSE
"2096",2096,VOLVO V90 Cross Country B4 Diesel MHD Ultimate AWD Geartronic,79830,Vorführmodell,3'000,211,Automatikgetriebe,Diesel,9014 St. Gallen,2023-11-22,VOLVO ,V90 ,V90 Cross ,,FALSE
"2097",2097,VOLVO XC40 Recharge P8 Twin AWD Pure Electric Ultimate,57650,Vorführmodell,3'000,408,Automatikgetriebe,Elektro,9014 St. Gallen,2023-11-22,VOLVO ,XC40 ,XC40 Recharge ,,FALSE
"2098",2098,VOLVO XC90 T8 eAWD R-Design Geartronic,68750,12.2020,62'000,405,Automatikgetriebe,Hybrid,9014 St. Gallen,2023-11-22,VOLVO ,XC90 ,XC90 T8 ,,FALSE
"2099",2099,VW Touareg 3.0 TDI R Line Tiptronic,66950,09.2021,83'600,286,Automatikgetriebe,Diesel,3714 Frutigen,2023-11-22,VW ,Touareg ,Touareg 3.0 ,,FALSE
"2100",2100,TOYOTA AYGO X 1.0 Trend,21900,01.2023,21'300,72,Automatikgetriebe,Benzin,8153 Rümlang,2023-11-22,TOYOTA ,AYGO ,AYGO X ,,FALSE
"2101",2101,TOYOTA C-HR Hybrid 2.0 HSD Style,27900,06.2020,23'300,184,Automatikgetriebe,Hybrid,8153 Rümlang,2023-11-22,TOYOTA ,C-HR ,C-HR Hybrid ,,FALSE
"2102",2102,TOYOTA MIRAI Platinum,72900,07.2023,200,182,Automatikgetriebe,Übrige,8153 Rümlang,2023-11-22,TOYOTA ,MIRAI ,MIRAI ,,FALSE
"2103",2103,MINI Countryman Cooper SE ALL4 PHEV Steptronic,57900,Neues Fahrzeug,10,224,Automatikgetriebe,Hybrid,8706 Meilen,2023-11-22,MINI ,Countryman ,Countryman Cooper ,,FALSE
"2104",2104,SMART Fortwo cabrio EQ passion,19700,12.2019,20'000,82,Automatikgetriebe,Elektro,8305 Dietlikon,2023-11-22,SMART ,Fortwo ,Fortwo cabrio ,,FALSE
"2105",2105,AUDI Q7 60 TFSI e quattro PHEV S line tiptronic,74900,07.2021,32'500,462,Automatikgetriebe,Hybrid,6467 Schattdorf,2023-11-22,AUDI ,Q7 ,Q7 60 ,,FALSE
"2106",2106,BMW X5 xDr 50e M Sport Pro,116600,Vorführmodell,900,313,Automatikgetriebe,Hybrid,3172 Bern-Niederwangen,2023-11-22,BMW ,X5 ,X5 xDr ,,FALSE
"2107",2107,BMW 530d xDrive Touring Sport,43900,10.2019,42'400,265,Automatikgetriebe,Diesel,8953 Dietikon,2023-11-22,BMW ,530d ,530d xDrive ,,FALSE
"2108",2108,FIAT Punto Evo 1.4 16V Sporting,6980,05.2010,126'076,105,Handschaltung,Benzin,6260 Reiden,2023-11-22,FIAT ,Punto ,Punto Evo ,,FALSE
"2109",2109,VOLVO V60 T6 AWD Summum Geartronic,33840,04.2018,38'000,306,Automatikgetriebe,Benzin,9014 St. Gallen,2023-11-22,VOLVO ,V60 ,V60 T6 ,,FALSE
"2110",2110,VOLVO S60 T8 e AWD Plug in Hybrd Polestar Geartronic,77860,Neues Fahrzeug,30,455,Automatikgetriebe,Hybrid,9014 St. Gallen,2023-11-22,VOLVO ,S60 ,S60 T8 ,,FALSE
"2111",2111,VOLVO XC40 T5 AWD R-Design Geartronic,38750,06.2019,53'000,247,Automatikgetriebe,Benzin,9014 St. Gallen,2023-11-22,VOLVO ,XC40 ,XC40 T5 ,,FALSE
"2112",2112,VOLVO C40 Recharge P6 Pure Electric Core,44690,11.2022,10'000,231,Automatikgetriebe,Elektro,9014 St. Gallen,2023-11-22,VOLVO ,C40 ,C40 Recharge ,,FALSE
"2113",2113,VOLVO C40 Recharge P8 Twin AWD Pure Electric Plus,48850,Vorführmodell,8'000,408,Automatikgetriebe,Elektro,9014 St. Gallen,2023-11-22,VOLVO ,C40 ,C40 Recharge ,,FALSE
"2114",2114,VOLVO C40 Recharge P8 Twin AWD Pure Electric Ultimate,58760,Vorführmodell,3'000,408,Automatikgetriebe,Elektro,9014 St. Gallen,2023-11-22,VOLVO ,C40 ,C40 Recharge ,,FALSE
"2115",2115,VOLVO XC40 Recharge P8 Twin AWD Pure Electric Ultimate,56450,Vorführmodell,3'500,408,Automatikgetriebe,Elektro,9014 St. Gallen,2023-11-22,VOLVO ,XC40 ,XC40 Recharge ,,FALSE
"2116",2116,VOLVO XC90 T8 eAWD PluginHybrid  Plus Dark Geartronic,83550,11.2022,18'000,455,Automatikgetriebe,Hybrid,9014 St. Gallen,2023-11-22,VOLVO ,XC90 ,XC90 T8 ,,FALSE
"2117",2117,VOLVO XC60 T8 eAWD Inscription Geartronic,47650,09.2020,93'000,390,Automatikgetriebe,Hybrid,9014 St. Gallen,2023-11-22,VOLVO ,XC60 ,XC60 T8 ,,FALSE
"2118",2118,VOLVO XC60 T8 eAWD Momentum Geartronic,37890,02.2020,121'000,390,Automatikgetriebe,Hybrid,9014 St. Gallen,2023-11-22,VOLVO ,XC60 ,XC60 T8 ,,FALSE
"2119",2119,VW Tiguan 2.0TSI Comfortline 4Motion DSG,22980,12.2016,132'583,180,Automatikgetriebe,Benzin,6260 Reiden,2023-11-22,VW ,Tiguan ,Tiguan 2.0TSI ,,FALSE
"2120",2120,KIA Sportage 1.6 T-GDi Hybrid GT-Line,53679,Neues Fahrzeug,20,230,Automatikgetriebe,Hybrid,8308 Illnau,2023-11-22,KIA ,Sportage ,Sportage 1.6 ,,FALSE
"2121",2121,BMW X1 xDrive 20d Sport Line,29900,11.2020,74'500,190,Automatikgetriebe,Diesel,8134 Adliswil,2023-11-22,BMW ,X1 ,X1 xDrive ,,FALSE
"2122",2122,BMW 330d xDrive Luxury Line,46900,09.2019,47'500,265,Automatikgetriebe,Diesel,8134 Adliswil,2023-11-22,BMW ,330d ,330d xDrive ,,FALSE
"2123",2123,FIAT 500 by Bocelli TOP * Black Friday*,29800,Neues Fahrzeug,20,119,Automatikgetriebe,Elektro,9642 Ebnat-Kappel SG,2023-11-22,FIAT ,500 ,500 by ,,FALSE
"2124",2124,VOLVO XC60 2.0 B4 MH Momentum AWD,43461,04.2021,62'666,197,Automatikgetriebe,Diesel,8245 Feuerthalen,2023-11-22,VOLVO ,XC60 ,XC60 2.0 ,,FALSE
"2125",2125,MINI Cooper S Rockingham GT,29900,07.2021,31'000,192,Automatikgetriebe,Benzin,1847 Rennaz,2023-11-22,MINI ,Cooper ,Cooper S ,,FALSE
"2126",2126,MERCEDES-BENZ GLC 63 AMG GLC 63 S AMG 4matic+,68890,06.2019,72'400,510,Automatikgetriebe,Benzin,9542 Münchwilen,2023-11-22,MERCEDES-BENZ ,GLC ,GLC 63 ,,FALSE
"2127",2127,VW Tiguan 2.0 TDI SCR R-Line 4Motion DSG,44900,02.2021,39'000,200,Automatikgetriebe,Diesel,1847 Rennaz,2023-11-22,VW ,Tiguan ,Tiguan 2.0 ,,FALSE
"2128",2128,MERCEDES-BENZ C 250 d AMG Line 4m Kombi  *CH-FAHRZEUG*,23900,07.2018,137'000,204,Automatikgetriebe,Diesel,8400 Winterthur,2023-11-22,MERCEDES-BENZ ,C ,C 250 ,,FALSE
"2129",2129,VOLVO S60 T8 e AWD Twin Engine Polestar Geartronic,48650,06.2021,48'500,405,Automatikgetriebe,Hybrid,9014 St. Gallen,2023-11-22,VOLVO ,S60 ,S60 T8 ,,FALSE
"2130",2130,VOLVO V90 Cross Country T6 Pro AWD Geartronic,38350,03.2018,78'000,310,Automatikgetriebe,Benzin,9014 St. Gallen,2023-11-22,VOLVO ,V90 ,V90 Cross ,,FALSE
"2131",2131,SKODA Enyaq iV 80 SportLine,54990,12.2022,8'900,204,Automatikgetriebe,Elektro,8048 Zürich,2023-11-22,SKODA ,Enyaq ,Enyaq iV ,,FALSE
"2132",2132,SKODA Superb 1.4 TSI L&K PHEV DSG,37990,01.2021,44'900,218,Automatikgetriebe,Hybrid,8048 Zürich,2023-11-22,SKODA ,Superb ,Superb 1.4 ,,FALSE
"2133",2133,CUPRA Born 58 kWh,34490,06.2022,9'900,204,Automatikgetriebe,Elektro,8048 Zürich,2023-11-22,CUPRA ,Born ,Born 58 ,,FALSE
"2134",2134,SKODA Enyaq Coupé RS iV 80 4x4,62990,Neues Fahrzeug,12,299,Automatikgetriebe,Elektro,8048 Zürich,2023-11-22,SKODA ,Enyaq ,Enyaq Coupé ,,FALSE
"2135",2135,SKODA Enyaq iV 80x SportLine,68490,Neues Fahrzeug,11,265,Automatikgetriebe,Elektro,8048 Zürich,2023-11-22,SKODA ,Enyaq ,Enyaq iV ,,FALSE
"2136",2136,SKODA Enyaq Coupé RS iV 80 4x4,67790,Neues Fahrzeug,21,299,Automatikgetriebe,Elektro,8048 Zürich,2023-11-22,SKODA ,Enyaq ,Enyaq Coupé ,,FALSE
"2137",2137,SKODA Enyaq iV 80x RS,66690,Neues Fahrzeug,15,299,Automatikgetriebe,Elektro,8048 Zürich,2023-11-22,SKODA ,Enyaq ,Enyaq iV ,,FALSE
"2138",2138,LAND ROVER RANGE ROVER EVOQUE 2.2 SD4 Dyn,21890,07.2015,137'000,190,Handschaltung,Diesel,9014 St. Gallen,2023-11-22,LAND ,ROVER ,ROVER RANGE ,,FALSE
"2139",2139,BMW X3 20d xDrive M-SPORT  *CH-FAHRZEUG*,28900,10.2019,144'000,190,Automatikgetriebe,Diesel,8400 Winterthur,2023-11-22,BMW ,X3 ,X3 20d ,,FALSE
"2140",2140,BMW 320d xDrive SAG M-SPORT  *CH-FAHRZEUG*,34900,10.2020,122'800,190,Automatikgetriebe,Diesel,8400 Winterthur,2023-11-22,BMW ,320d ,320d xDrive ,,FALSE
"2141",2141,MERCEDES-BENZ B 200 Night Star 7G-DCT,27900,07.2020,42'000,163,Automatikgetriebe,Benzin,1032 Romanel sur Lausanne,2023-11-22,MERCEDES-BENZ ,B ,B 200 ,,FALSE
"2142",2142,LEXUS LM 350h Excellence E-FOUR,149900,Neues Fahrzeug,20,250,Automatikgetriebe,Hybrid,8153 Rümlang,2023-11-22,LEXUS ,LM ,LM 350h ,,FALSE
"2143",2143,BMW X2 20d xDrive M Sport X,26490,03.2019,120'900,190,Automatikgetriebe,Diesel,9542 Münchwilen,2023-11-22,BMW ,X2 ,X2 20d ,,FALSE
"2144",2144,FORD MUSTANG Coupé 3.7 V6 50 Years Limited Edition,34890,04.2015,67'800,305,Automatikgetriebe,Benzin,9542 Münchwilen,2023-11-22,FORD ,MUSTANG ,MUSTANG Coupé ,,FALSE
"2145",2145,HYUNDAI Kona 1.6 T-GDi Amplia 4WD,37890,Neues Fahrzeug,20,199,Automatikgetriebe,Benzin,9015 St. Gallen,2023-11-22,HYUNDAI ,Kona ,Kona 1.6 ,,FALSE
"2146",2146,BMW 320d xDrive Touring M Sport,32980,12.2019,98'700,190,Automatikgetriebe,Diesel,9542 Münchwilen,2023-11-22,BMW ,320d ,320d xDrive ,,FALSE
"2147",2147,FIAT 500X 2.0 JTD Cross 4x4,20890,09.2020,59'900,150,Automatikgetriebe,Diesel,9542 Münchwilen,2023-11-22,FIAT ,500X ,500X 2.0 ,,FALSE
"2148",2148,AUDI RS5 Sportback 2.9 V6 TFSI quattro T-Tronic,74980,04.2021,42'500,450,Automatikgetriebe,Benzin,9542 Münchwilen,2023-11-22,AUDI ,RS5 ,RS5 Sportback ,,FALSE
"2149",2149,BMW X2 xDrive 20i M Sport Steptronic,37890,08.2020,42'500,192,Automatikgetriebe,Benzin,9014 St. Gallen,2023-11-22,BMW ,X2 ,X2 xDrive ,,FALSE
"2150",2150,SEAT ALHAMBRA 2.0 TDI 184 Style Adv,27680,11.2017,91'000,184,Handschaltung,Diesel,9014 St. Gallen,2023-11-22,SEAT ,ALHAMBRA ,ALHAMBRA 2.0 ,,FALSE
"2151",2151,CITROEN C4 1.2 Pure Tech Swiss Edition EAT8,25680,10.2022,12'000,131,Automatikgetriebe,Benzin,9014 St. Gallen,2023-11-22,CITROEN ,C4 ,C4 1.2 ,,FALSE
"2152",2152,PEUGEOT 508 SW 1.6 Plug-in Hybrid4 PSE,57650,03.2022,11'000,360,Automatikgetriebe,Hybrid,9014 St. Gallen,2023-11-22,PEUGEOT ,508 ,508 SW ,,FALSE
"2153",2153,MITSUBISHI OUTLANDER 2.0 PHEV Navigator S,18850,04.2015,93'000,200,Automatikgetriebe,Hybrid,9014 St. Gallen,2023-11-22,MITSUBISHI ,OUTLANDER ,OUTLANDER 2.0 ,,FALSE
"2154",2154,SMART fortwo prime twinmatic,13250,05.2016,79'000,90,Automatikgetriebe,Benzin,9014 St. Gallen,2023-11-22,SMART ,fortwo ,fortwo prime ,,FALSE
"2155",2155,BMW X1 xDrive 20d Sport Line Steptronic,21930,11.2016,122'000,190,Automatikgetriebe,Diesel,9014 St. Gallen,2023-11-22,BMW ,X1 ,X1 xDrive ,,FALSE
"2156",2156,BMW i3 (120Ah) ELECTRIFYOU,33360,03.2022,5'000,170,Automatikgetriebe,Elektro,9014 St. Gallen,2023-11-22,BMW ,i3 ,i3 (120Ah) ,,FALSE
"2157",2157,CITROEN C3 1.2i PureTech Shine,19980,09.2022,9'000,110,Handschaltung,Benzin,9014 St. Gallen,2023-11-22,CITROEN ,C3 ,C3 1.2i ,,FALSE
"2158",2158,VOLVO XC60 T6 eAWD PluginHybrid Ultimate Dark Geartronic,65780,09.2022,16'000,350,Automatikgetriebe,Hybrid,9014 St. Gallen,2023-11-22,VOLVO ,XC60 ,XC60 T6 ,,FALSE
"2159",2159,AUDI A4 Avant 45 TFSI Sline qu,41900,07.2022,46'500,265,Automatikgetriebe,Benzin,4132 Muttenz,2023-11-22,AUDI ,A4 ,A4 Avant ,,FALSE
"2160",2160,VW Tiguan 2.0TSI R 4Motion DSG,52900,06.2021,29'001,319,Automatikgetriebe,Benzin,4143 Dornach,2023-11-22,VW ,Tiguan ,Tiguan 2.0TSI ,,FALSE
"2161",2161,AUDI A1 Sportback 30 TFSI Attraction S-tronic,30100,Neues Fahrzeug,10,110,Automatikgetriebe,Benzin,7310 Bad Ragaz,2023-11-22,AUDI ,A1 ,A1 Sportback ,,FALSE
"2162",2162,AUDI Q8 55 e-tron Black Edition quattro,109900,Neues Fahrzeug,10,408,Automatikgetriebe,Elektro,7310 Bad Ragaz,2023-11-22,AUDI ,Q8 ,Q8 55 ,,FALSE
"2163",2163,VOLVO XC60 2.0 T8 TE Ultimate Dark eAWD,82098,Vorführmodell,1'500,310,Automatikgetriebe,Hybrid,8245 Feuerthalen,2023-11-22,VOLVO ,XC60 ,XC60 2.0 ,,FALSE
"2164",2164,AUDI A8 4.2 TDI quattro tiptronic,21800,03.2010,155'677,350,Automatikgetriebe,Diesel,6012 Kriens-Obernau,2023-11-22,AUDI ,A8 ,A8 4.2 ,,FALSE
"2165",2165,MINI Cooper S Cabriolet DKG,39799,Neues Fahrzeug,10,178,Automatikgetriebe,Benzin,4147 Aesch,2023-11-22,MINI ,Cooper ,Cooper S ,,FALSE
"2166",2166,BMW X6M Competition Steptronic FULL,124900,01.2021,80'000,626,Automatikgetriebe,Benzin,1847 Rennaz,2023-11-22,BMW ,X6M ,X6M Competition ,,FALSE
"2167",2167,VW Golf VIII 2.0 TSI R DSG 4motion,59990,Neues Fahrzeug,745,320,Automatikgetriebe,Benzin,8754 Netstal,2023-11-22,VW ,Golf ,Golf VIII ,,FALSE
"2168",2168,JEEP Grand Cherokee 3.0 CRD Summit Automatic,49800,07.2021,44'739,250,Automatikgetriebe,Diesel,6012 Kriens-Obernau,2023-11-22,JEEP ,Grand ,Grand Cherokee ,,FALSE
