"",element,car_names,car_prices,car_registered_date,car_km,car_PS,car_configuration,car_fuelType,car_adresse,Datum,Marke,Typ_grob,Typ,Status,VerkauftIn
"11404",11404,PORSCHE Macan Turbo PDK,48000,10.2014,56'000,400,Automatikgetriebe,Benzin,1806 saint legier la chiesaz,2023-11-22,PORSCHE ,Macan ,Macan Turbo ,,FALSE
"11405",11405,JEEP Cherokee 2.2TD 75th Anniversary AWD 9ATX,28500,07.2016,47'690,200,Automatikgetriebe,Diesel,1009 Pully,2023-11-22,JEEP ,Cherokee ,Cherokee 2.2TD ,,FALSE
"11406",11406,BMW 335i xDrive Touring Steptronic,22950,01.2014,139'550,306,Automatikgetriebe,Benzin,9230 Flawil,2023-11-22,BMW ,335i ,335i xDrive ,,FALSE
"11407",11407,BMW 316,11500,10.1977,168'326,,Handschaltung,,9466 Sennwald,2023-11-22,BMW ,"","",,FALSE
"11408",11408,PORSCHE 924,19800,05.1981,180'300,125,Handschaltung,Benzin,9466 Sennwald,2023-11-22,PORSCHE ,"","",,FALSE
"11409",11409,AUDI RS4 Avant quattro,52000,06.2001,196'800,380,Handschaltung,Benzin,9466 Sennwald,2023-11-22,AUDI ,RS4 ,RS4 Avant ,,FALSE
"11410",11410,AUDI 90 2.2 quattro,31000,07.1985,196'800,136,Handschaltung,Benzin,9466 Sennwald,2023-11-22,AUDI ,90 ,90 2.2 ,,FALSE
"11411",11411,JEEP Grand Cherokee 3.0 CRD Overland Automatic,45500,12.2020,39'900,250,Automatikgetriebe,Diesel,1134 Vufflens-le-Château,2023-11-22,JEEP ,Grand ,Grand Cherokee ,,FALSE
"11412",11412,AUDI 200 Avant Turbo 20V quat.,52000,09.1989,235'000,220,Handschaltung,Benzin,9466 Sennwald,2023-11-22,AUDI ,200 ,200 Avant ,,FALSE
"11413",11413,TESLA Model S 85,30900,12.2015,106'000,388,,Elektro,9325 Roggwil,2023-11-22,TESLA ,Model ,Model S ,,FALSE
"11414",11414,VW Tiguan Allspace 2.0TSI R-Line 4Motion DSG,49900,Tageszulassung,90,190,Automatikgetriebe,Benzin,9466 Sennwald,2023-11-22,VW ,Tiguan ,Tiguan Allspace ,,FALSE
"11415",11415,PORSCHE 911 Carrera Cabriolet PDK,149900,07.2023,7'900,385,Automatikgetriebe,Benzin,9466 Sennwald,2023-11-22,PORSCHE ,911 ,911 Carrera ,,FALSE
"11416",11416,VW TIGUAN ALLSPACE 2.0TSI R-LINE 4MOTION DSG ***VOLLAUSSTATTUNG***,51900,02.2022,21'900,190,Automatikgetriebe,Benzin,8404 Winterthur,2023-11-22,VW ,TIGUAN ,TIGUAN ALLSPACE ,,FALSE
"11417",11417,SKODA Kodiaq 2.0 TSI 4x4 RS Leder 7 Plätze,57900,01.2023,4'125,244,Automatikgetriebe,Benzin,5702 Niederlenz,2023-11-22,SKODA ,Kodiaq ,Kodiaq 2.0 ,,FALSE
"11418",11418,MERCEDES-BENZ EQE 43 AMG 4 Matic,85900,10.2022,3'200,476,Automatikgetriebe,Elektro,9466 Sennwald,2023-11-22,MERCEDES-BENZ ,EQE ,EQE 43 ,,FALSE
"11419",11419,VW Tiguan 2.0 TSI Sport&Style,13900,09.2009,100'000,200,Handschaltung,Benzin,8754 Netstal,2023-11-22,VW ,Tiguan ,Tiguan 2.0 ,,FALSE
"11420",11420,MERCEDES-BENZ A 45 AMG 4Matic Speedshift 7G-DCT,29900,01.2018,94'500,381,Automatikgetriebe,Benzin,9466 Sennwald,2023-11-22,MERCEDES-BENZ ,A ,A 45 ,,FALSE
"11421",11421,CITROEN C3 1.2i PureTech Sélection,8980,12.2015,121'416,110,Handschaltung,Benzin,6260 Reiden,2023-11-22,CITROEN ,C3 ,C3 1.2i ,,FALSE
"11422",11422,MERCEDES-BENZ C 43 AMG 4Matic 9G-tronic,60500,10.2019,39'000,390,Automatikgetriebe,Benzin,8044 Gockhausen,2023-11-22,MERCEDES-BENZ ,C ,C 43 ,,FALSE
"11423",11423,AUDI TT Coupé TTS quattro S-tronic,37990,12.2019,43'000,306,Automatikgetriebe,Benzin,3905 Saas-almagell,2023-11-22,AUDI ,TT ,TT Coupé ,,FALSE
"11424",11424,BMW 320d xDrive 48V Touring M Sport Steptronic,39990,10.2021,57'000,190,Automatikgetriebe,Diesel,9463 Oberriet,2023-11-22,BMW ,320d ,320d xDrive ,,FALSE
"11425",11425,AUDI RS4 Avant 4.2 V8 quattro,23700,03.2007,180'000,420,Handschaltung,Benzin,2822 Courroux,2023-11-22,AUDI ,RS4 ,RS4 Avant ,,FALSE
"11426",11426,GMC 9300,56800,12.1951,1'000,106,Handschaltung,Benzin,3472 Wynigen,2023-11-22,GMC ,"","",,FALSE
"11427",11427,LAND ROVER 88 - 110 Hardtop,34500,07.1986,56'700,0,Handschaltung,Benzin,6345 Neuheim,2023-11-22,LAND ,ROVER ,ROVER 88 ,,FALSE
"11428",11428,BMW X1 xDrive 20i Steptronic,17500,03.2015,96'000,184,Automatikgetriebe,Benzin,8004 Zürich,2023-11-22,BMW ,X1 ,X1 xDrive ,,FALSE
"11429",11429,MERCEDES-BENZ ML 350 4Matic 7G-Tronic,26500,12.2013,144'000,306,Automatikgetriebe,Benzin,1200 Genève,2023-11-22,MERCEDES-BENZ ,ML ,ML 350 ,,FALSE
"11430",11430,MAZDA MX-5 1.8i-16 10th Anniv.,14900,12.1999,41'800,140,Handschaltung,Benzin,9548 Matzingen,2023-11-22,MAZDA ,MX-5 ,MX-5 1.8i-16 ,,FALSE
"11431",11431,KIA Sorento 2.2 CRDI Style 7P. Automatic,29000,09.2017,80'411,200,Automatikgetriebe,Diesel,8404 Winterthur,2023-11-22,KIA ,Sorento ,Sorento 2.2 ,,FALSE
"11432",11432,SEAT Alhambra 1.9 TDI Sport 4x4,9999,06.2010,76'728,115,Handschaltung,Diesel,8600 Dübendorf,2023-11-22,SEAT ,Alhambra ,Alhambra 1.9 ,,FALSE
"11433",11433,SUZUKI Baleno 1.0 Boosterjet Tradizio Top Automat,12950,05.2017,65'015,112,Automatikgetriebe,Benzin,"4665  Oftringen (AG),  Tychbodenstrasse 3.",2023-11-22,SUZUKI ,Baleno ,Baleno 1.0 ,,FALSE
"11434",11434,VOLVO XC60 2.0 T6 TE Ultimate Dark eAWD,67500,Neues Fahrzeug,5,398,Automatikgetriebe,Hybrid,9200 Gossau,2023-11-22,VOLVO ,XC60 ,XC60 2.0 ,,FALSE
"11435",11435,VOLVO XC60 2.0 T6 TE Ultimate Dark eAWD,71900,Neues Fahrzeug,10,398,Automatikgetriebe,Hybrid,9200 Gossau,2023-11-22,VOLVO ,XC60 ,XC60 2.0 ,,FALSE
"11436",11436,BMW X1 xDrive 25d M Sport Steptronic,42900,03.2021,29'500,231,Automatikgetriebe,Diesel,8424 Embrach,2023-11-22,BMW ,X1 ,X1 xDrive ,,FALSE
"11437",11437,AUDI Q3 Sportback 45 TFSI S line quattro S-tronic,72700,Neues Fahrzeug,10,245,Automatikgetriebe,Benzin,8803 Rüschlikon,2023-11-22,AUDI ,Q3 ,Q3 Sportback ,,FALSE
"11438",11438,BMW M440i xDrive 48V Cabriolet Steptronic,95900,Neues Fahrzeug,10,374,Automatikgetriebe,Benzin,8706 Meilen,2023-11-22,BMW ,M440i ,M440i xDrive ,,FALSE
"11439",11439,AUDI RS4 Avant 2.9 V6 TFSI quattro T-Tronic,65900,03.2018,46'900,450,Automatikgetriebe,Benzin,8105 Regensdorf,2023-11-22,AUDI ,RS4 ,RS4 Avant ,,FALSE
"11440",11440,BMW 520d xDrive 48V M Sport Pro Steptronic,79800,Neues Fahrzeug,500,197,Automatikgetriebe,Diesel,8032 Zürich,2023-11-22,BMW ,520d ,520d xDrive ,,FALSE
"11441",11441,LAND ROVER Range Rover 3.0 TDV6 Autobiography Automatic,32880,11.2014,161'000,258,Automatikgetriebe,Diesel,6417 Sattel,2023-11-22,LAND ,ROVER ,ROVER Range ,,FALSE
"11442",11442,ASTON MARTIN Vanquish V12 S 5.9-48,139000,02.2005,17'000,528,Automatikgetriebe,Benzin,6331 Hünenberg,2023-11-22,ASTON ,MARTIN ,MARTIN Vanquish ,,FALSE
"11443",11443,VOLVO V60 T6 eAWD Twin Engine Inscription Geartronic,46500,09.2021,33'000,341,Automatikgetriebe,Hybrid,1264 St-Cergue,2023-11-22,VOLVO ,V60 ,V60 T6 ,,FALSE
"11444",11444,PONTIAC GTO,56800,03.1968,97'000,360,Automatikgetriebe,Benzin,1196 Gland/VD ,2023-11-22,PONTIAC ,"","",,FALSE
"11445",11445,BMW 440i Gran Coupé xDrive M Sport Steptronic,25400,08.2016,163'000,360,Automatikgetriebe,Benzin,9008 St. Gallen,2023-11-22,BMW ,440i ,440i Gran ,,FALSE
"11446",11446,BMW i8 Roadster,123900,07.2019,7'100,374,Automatikgetriebe,Hybrid,8700 Küsnacht,2023-11-22,BMW ,i8 ,i8 ,,FALSE
"11447",11447,JEEP Grand Cherokee L 3.6 V6 LIMITED 4x4,64500,Tageszulassung,100,299,Automatikgetriebe,Benzin,4710 Balsthal,2023-11-22,JEEP ,Grand ,Grand Cherokee ,,FALSE
"11448",11448,TOYOTA GT 86 2.0 D-4S Race,34900,10.2013,54'000,344,Handschaltung,Benzin,8610 Uster,2023-11-22,TOYOTA ,GT ,GT 86 ,,FALSE
"11449",11449,SEAT ALHAMBRA 2.0 TDI 4M,22995,04.2015,115'000,140,Handschaltung,Diesel,8335 Hittnau,2023-11-22,SEAT ,ALHAMBRA ,ALHAMBRA 2.0 ,,FALSE
"11450",11450,AUDI RS4 Avant 2.9 TFSI quattro tiptronic,73900,03.2018,36'000,450,Automatikgetriebe,Benzin,4657 Dulliken,2023-11-22,AUDI ,RS4 ,RS4 Avant ,,FALSE
"11451",11451,MERCEDES-BENZ CLA 45 AMG Yellow Night Edition 4Matic Speedshift,48900,05.2018,76'000,381,Automatikgetriebe,Benzin,1723 Marly,2023-11-22,MERCEDES-BENZ ,CLA ,CLA 45 ,,FALSE
"11452",11452,MERCEDES-BENZ B 250 AMG Line 4Matic,63400,Neues Fahrzeug,20,238,Automatikgetriebe,Benzin,5430 Wettingen,2023-11-22,MERCEDES-BENZ ,B ,B 250 ,,FALSE
"11453",11453,MERCEDES-BENZ EQB 350 Swiss Star AMG Line 4Matic,73200,Neues Fahrzeug,1,292,Automatikgetriebe,Elektro,8305 Dietlikon,2023-11-22,MERCEDES-BENZ ,EQB ,EQB 350 ,,FALSE
"11454",11454,MERCEDES-BENZ G 63 AMG,237400,Neues Fahrzeug,1,584,Automatikgetriebe,Benzin,8305 Dietlikon,2023-11-22,MERCEDES-BENZ ,G ,G 63 ,,FALSE
"11455",11455,MERCEDES-BENZ GLC 400 e AMG Line 4Matic,89800,Neues Fahrzeug,10,387,Automatikgetriebe,Hybrid,8305 Dietlikon,2023-11-22,MERCEDES-BENZ ,GLC ,GLC 400 ,,FALSE
"11456",11456,MERCEDES-BENZ E 200 4Matic Avantgarde 9G-Tronic,49900,11.2022,26'100,197,Automatikgetriebe,Benzin,3960 Sierre,2023-11-22,MERCEDES-BENZ ,E ,E 200 ,,FALSE
"11457",11457,MASERATI MC 20,204800,12.2021,15'300,630,Automatikgetriebe,Benzin,8833 Samstagern,2023-11-22,MASERATI ,MC ,MC ,,FALSE
"11458",11458,AUDI Q8 55 e-tron Black Edition quattro,109700,Neues Fahrzeug,10,408,Automatikgetriebe,Elektro,8803 Rüschlikon,2023-11-22,AUDI ,Q8 ,Q8 55 ,,FALSE
"11459",11459,AUDI Q3 Sportback 45 TFSI S line quattro S-tronic,72800,Neues Fahrzeug,10,245,Automatikgetriebe,Benzin,8803 Rüschlikon,2023-11-22,AUDI ,Q3 ,Q3 Sportback ,,FALSE
"11460",11460,BMW X3 xDrive 30e M Sport,89300,Neues Fahrzeug,10,292,Automatikgetriebe,Hybrid,8706 Meilen,2023-11-22,BMW ,X3 ,X3 xDrive ,,FALSE
"11461",11461,BMW X3 M40i Travel Individual,103000,Neues Fahrzeug,10,361,Automatikgetriebe,Benzin,8706 Meilen,2023-11-22,BMW ,X3 ,X3 M40i ,,FALSE
"11462",11462,VW Käfer offen mit Verdeck/Hardtop,21500,10.1978,73'700,50,Handschaltung,Benzin,3629 Kiesen,2023-11-22,VW ,Käfer ,Käfer offen ,,FALSE
"11463",11463,DATSUN Sunny B10,24900,10.1969,39'840,62,Handschaltung,Benzin,9100 Herisau,2023-11-22,DATSUN ,Sunny ,Sunny ,,FALSE
"11464",11464,SEAT Tarraco 2.0 TDI CR Xcellence 4Drive DSG,26000,02.2019,180'000,190,Automatikgetriebe,Diesel,4800 Zofingen,2023-11-22,SEAT ,Tarraco ,Tarraco 2.0 ,,FALSE
"11465",11465,MERCEDES-BENZ G 350 BlueTEC 7G-Tronic,64790,09.2014,137'000,211,Automatikgetriebe,Diesel,8157 Dielsdorf,2023-11-22,MERCEDES-BENZ ,G ,G 350 ,,FALSE
"11466",11466,ALFA ROMEO SPIDER Duetto 1750,75000,08.1968,50'000,0,Handschaltung,Benzin,6900 paradiso,2023-11-22,ALFA ,ROMEO ,ROMEO SPIDER ,,FALSE
"11467",11467,LAND ROVER Defender 110 3.0 D I6 200 SE AWD AT8,73000,05.2021,75'000,200,Automatikgetriebe,Diesel,1945 Liddes,2023-11-22,LAND ,ROVER ,ROVER Defender ,,FALSE
"11468",11468,AUDI S3 Sportback 2.0 TFSI quattro S-tronic,41500,09.2018,35'000,310,Automatikgetriebe,Benzin,1095 Lutry,2023-11-22,AUDI ,S3 ,S3 Sportback ,,FALSE
"11469",11469,BMW M850i xDrive Steptronic,78900,04.2019,48'000,530,Automatikgetriebe,Benzin,8047 Zürich,2023-11-22,BMW ,M850i ,M850i xDrive ,,FALSE
"11470",11470,SKODA Superb 2.0 TDi Style DSG,21480,09.2016,110'000,190,Automatikgetriebe,Diesel,8400 Winterthur,2023-11-22,SKODA ,Superb ,Superb 2.0 ,,FALSE
"11471",11471,CITROEN Visa 14 TRS (GT/RS),19900,07.1983,103'000,72,Handschaltung,Benzin,3063 ittigen,2023-11-22,CITROEN ,Visa ,Visa 14 ,,FALSE
"11472",11472,MERCEDES-BENZ A 200 7G-DCT,62100,Neues Fahrzeug,10,163,Automatikgetriebe,Benzin,5070 Frick,2023-11-22,MERCEDES-BENZ ,A ,A 200 ,,FALSE
"11473",11473,MERCEDES-BENZ EQB 300 AMG Line 4Matic,80100,Neues Fahrzeug,10,229,Automatikgetriebe,Elektro,5070 Frick,2023-11-22,MERCEDES-BENZ ,EQB ,EQB 300 ,,FALSE
"11474",11474,MERCEDES-BENZ 280 CE,29000,09.1978,127'300,177,Handschaltung,Benzin,6417 Sattel SZ,2023-11-22,MERCEDES-BENZ ,280 ,280 ,,FALSE
"11475",11475,MERCEDES-BENZ S 63 AMG E Performance 4Matic,274800,10.2023,190,802,Automatikgetriebe,Hybrid,8408 Winterthur (Wülflingen),2023-11-22,MERCEDES-BENZ ,S ,S 63 ,,FALSE
"11476",11476,SKODA Octavia Combi 1.6 TDI Active*Frisch ab MFK & Service,12500,10.2017,125'600,115,Handschaltung,Diesel,8164 Bachs,2023-11-22,SKODA ,Octavia ,Octavia Combi ,,FALSE
"11477",11477,VW Arteon SB 1.4e Hybrid TSI R-Line ( CH-Auslieferung ),44800,01.2023,10'000,217,Automatikgetriebe,Hybrid,6300 Zug,2023-11-22,VW ,Arteon ,Arteon SB ,,FALSE
"11478",11478,LEXUS RX 500h F Sport Performance AWD CVT,92800,Neues Fahrzeug,1,371,Automatikgetriebe,Hybrid,8834 Schindellegi-Feusisberg,2023-11-22,LEXUS ,RX ,RX 500h ,,FALSE
"11479",11479,HYUNDAI Bayon 1.0 T-GDi 120 Vertex,26990,12.2021,10'000,120,Automatikgetriebe,Benzin,4800 Zofingen,2023-11-22,HYUNDAI ,Bayon ,Bayon 1.0 ,,FALSE
"11480",11480,OPEL Grandland X 1.6 Turbo Ultimate,27700,04.2020,48'000,181,Automatikgetriebe,Benzin,5013 Niedergösgen,2023-11-22,OPEL ,Grandland ,Grandland X ,,FALSE
"11481",11481,PORSCHE MACAN S,79900,03.2022,35'200,380,Automatikgetriebe,Benzin,1218 Le Grand-Saconnex / Genève,2023-11-22,PORSCHE ,MACAN ,MACAN ,,FALSE
"11482",11482,VOLVO V70 T4 Summum Powershift,19600,08.2013,100'498,180,Automatikgetriebe,Benzin,3066 Stettlen,2023-11-22,VOLVO ,V70 ,V70 T4 ,,FALSE
"11483",11483,AUDI A6 Avant 3.0 BiTDI V6 qu. competition tiptronic,27778,10.2015,163'900,326,Automatikgetriebe,Diesel,8174 Stadel bei Niederglatt,2023-11-22,AUDI ,A6 ,A6 Avant ,,FALSE
"11484",11484,SUBARU WRX 2.5 Turbo 4WD STI Sport S,25000,11.2015,110'000,301,Handschaltung,Benzin,1785 Cressier FR,2023-11-22,SUBARU ,WRX ,WRX 2.5 ,,FALSE
"11485",11485,AUDI RS4 Avant 2.9 TFSI quattro tiptronic,63000,06.2018,78'957,450,Automatikgetriebe,Benzin,1950 Sion,2023-11-22,AUDI ,RS4 ,RS4 Avant ,,FALSE
"11486",11486,DAIMLER V8 4.0 S/C,43500,01.1998,145'000,363,Automatikgetriebe,Benzin,8700 Küsnacht,2023-11-22,DAIMLER ,V8 ,V8 4.0 ,,FALSE
"11487",11487,AUSTIN TEN 4,39500,05.1935,999'999,,,,8832 Wollerau,2023-11-22,AUSTIN ,TEN ,TEN ,,FALSE
"11488",11488,TESLA Model 3 Long Range Dual Motor AWD,40990,12.2020,100'000,483,,Elektro,6110 Wohlhusen ,2023-11-22,TESLA ,Model ,Model 3 ,,FALSE
"11489",11489,ASTON MARTIN Vanquish V12 S 5.9-48,119000,09.2006,10'600,528,Automatikgetriebe,Benzin,9042 Speicher,2023-11-22,ASTON ,MARTIN ,MARTIN Vanquish ,,FALSE
"11490",11490,PORSCHE Cayenne S Diesel,49800,12.2014,99'000,385,Automatikgetriebe,Diesel,2000 Neuchâtel,2023-11-22,PORSCHE ,Cayenne ,Cayenne S ,,FALSE
"11491",11491,AUDI A5 Cabriolet 3.0 TDI multitronic,22900,09.2013,110'000,204,Automatikgetriebe,Diesel,3422 Alchenflüh,2023-11-22,AUDI ,A5 ,A5 Cabriolet ,,FALSE
"11492",11492,HYUNDAI i20 1.0 T-GDi Amplia,19990,10.2020,23'000,100,Handschaltung,Benzin,4800 Zofingen,2023-11-22,HYUNDAI ,i20 ,i20 1.0 ,,FALSE
"11493",11493,PORSCHE 718 Boxster,73800,06.2022,11'200,300,Automatikgetriebe,Benzin,3018 Bern,2023-11-22,PORSCHE ,718 ,718 ,,FALSE
"11494",11494,PORSCHE TAYCAN 4S Cross Turismo,122800,01.2023,7'300,571,Automatikgetriebe,Elektro,3018 Bern,2023-11-22,PORSCHE ,TAYCAN ,TAYCAN 4S ,,FALSE
"11495",11495,PORSCHE 911 Carrera 4S,161800,08.2021,8'300,450,Automatikgetriebe,Benzin,3018 Bern,2023-11-22,PORSCHE ,911 ,911 Carrera ,,FALSE
"11496",11496,PORSCHE PANAMERA E-HYBRID Panamera 4S E-Hybrid Sport Turismo,166900,Neues Fahrzeug,1,560,Automatikgetriebe,Hybrid,8835 Feusisberg,2023-11-22,PORSCHE ,PANAMERA ,PANAMERA E-HYBRID ,,FALSE
"11497",11497,BMW i5 M60 xDrive M Sport Pro,123560,Neues Fahrzeug,10,601,Automatikgetriebe,Elektro,8157 Dielsdorf,2023-11-22,BMW ,i5 ,i5 M60 ,,FALSE
"11498",11498,HYUNDAI i20 N 1.6 T-GDi,31200,Neues Fahrzeug,50,204,Handschaltung,Benzin,5013 Niedergösgen,2023-11-22,HYUNDAI ,i20 ,i20 N ,,FALSE
"11499",11499,AUDI A8 4.2 TDI quattro tiptronic,59900,05.2016,22'078,385,Automatikgetriebe,Diesel,4143 Dornach,2023-11-22,AUDI ,A8 ,A8 4.2 ,,FALSE
"11500",11500,AUDI RSQ8  quattro tiptronic,240000,04.2023,250,600,Automatikgetriebe,Benzin,7500 St.Moritz,2023-11-22,AUDI ,RSQ8 ,RSQ8  ,,FALSE
"11501",11501,PORSCHE Macan GTS PDK,135000,01.2023,3'800,440,Automatikgetriebe,Benzin,7500 St.Moritz,2023-11-22,PORSCHE ,Macan ,Macan GTS ,,FALSE
"11502",11502,LAND ROVER Range Rover Sport 5.0 V8 SC Autobiography DynamicA,37900,08.2014,101'000,510,Automatikgetriebe,Benzin,8952 Schlieren,2023-11-22,LAND ,ROVER ,ROVER Range ,,FALSE
"11503",11503,PORSCHE 911 Turbo S PDK,109000,11.2013,77'000,560,Automatikgetriebe,Benzin,8832 wollerau,2023-11-22,PORSCHE ,911 ,911 Turbo ,,FALSE
"11504",11504,MERCEDES-BENZ SL 230 Pagode,110000,07.1964,69'185,0,Handschaltung,Benzin,8240 Thayngen,2023-11-22,MERCEDES-BENZ ,SL ,SL 230 ,,FALSE
"11505",11505,BMW X3 xDrive 20d Steptronic,33300,08.2018,58'200,190,Automatikgetriebe,Diesel,3019 Bern,2023-11-22,BMW ,X3 ,X3 xDrive ,,FALSE
"11506",11506,FORD Focus 1.0 SCTi Business Automatic,13800,03.2016,59'000,125,Automatikgetriebe,Benzin,8302 Kloten,2023-11-22,FORD ,Focus ,Focus 1.0 ,,FALSE
"11507",11507,PORSCHE 911 GT3 RS,2e+05,01.2007,20'620,415,Handschaltung,Benzin,2113 Boveresse,2023-11-22,PORSCHE ,911 ,911 GT3 ,,FALSE
"11508",11508,ALFA ROMEO Stelvio 2.0 TI Q4 Automatic,38900,07.2020,45'000,280,Automatikgetriebe,Benzin,9512 Rossrüti ,2023-11-22,ALFA ,ROMEO ,ROMEO Stelvio ,,FALSE
"11509",11509,LAND ROVER Discovery Sport R Dyn P200 2.0 Si4 MHEV Base AT9,47000,01.2020,27'000,200,Automatikgetriebe,Diesel,1206 Genève,2023-11-22,LAND ,ROVER ,ROVER Discovery ,,FALSE
"11510",11510,McLAREN 600LT Coupé 3.8 V8 SSG,255000,04.2020,9'000,600,Automatikgetriebe,Benzin,6343 Buonas (Risch),2023-11-22,McLAREN ,600LT ,600LT Coupé ,,FALSE
"11511",11511,PORSCHE Boxster Spyder 3.8,99000,11.2015,14'300,375,Handschaltung,Benzin,9055 Bühler,2023-11-22,PORSCHE ,Boxster ,Boxster Spyder ,,FALSE
"11512",11512,OPEL ASTRA -e Swiss Plus,47990,Neues Fahrzeug,50,156,Automatikgetriebe,Elektro,5013 Niedergösgen,2023-11-22,OPEL ,ASTRA ,ASTRA -e ,,FALSE
"11513",11513,PEUGEOT 107 1.0 Swiss Edition,4900,01.2012,108'399,68,Handschaltung,Benzin,8108 Dällikon ,2023-11-22,PEUGEOT ,107 ,107 1.0 ,,FALSE
"11514",11514,VOLVO XC60 2.0 T8 TE R-Design eAWD,53900,03.2021,41'800,455,Automatikgetriebe,Hybrid,9200 Gossau,2023-11-22,VOLVO ,XC60 ,XC60 2.0 ,,FALSE
"11515",11515,AUDI A3 Sportback 1.5 35 TFSI S line S-Tronic,41880,Neues Fahrzeug,5,150,Automatikgetriebe,Benzin,9542 Münchwilen,2023-11-22,AUDI ,A3 ,A3 Sportback ,,FALSE
"11516",11516,VW POLO 1.0 TSI Style DSG,26790,Neues Fahrzeug,5,95,Automatikgetriebe,Benzin,9542 Münchwilen,2023-11-22,VW ,POLO ,POLO 1.0 ,,FALSE
"11517",11517,VW POLO 1.0 TSI Style DSG,26590,Neues Fahrzeug,5,95,Automatikgetriebe,Benzin,9542 Münchwilen,2023-11-22,VW ,POLO ,POLO 1.0 ,,FALSE
"11518",11518,VW Sharan 2.0 TDI BMT Highline 4Motion DSG,40850,04.2018,52'000,184,Automatikgetriebe,Diesel,8494 Bauma,2023-11-22,VW ,Sharan ,Sharan 2.0 ,,FALSE
"11519",11519,SKODA KAMIQ 1.5 TSI Monte Carlo DSG,33990,Neues Fahrzeug,5,150,Automatikgetriebe,Benzin,9542 Münchwilen,2023-11-22,SKODA ,KAMIQ ,KAMIQ 1.5 ,,FALSE
"11520",11520,FORD TOURNEO CONNECT ect 2.0 EcoBlue 122 Active,39990,Neues Fahrzeug,200,122,Handschaltung,Diesel,3063 ITTIGEN,2023-11-22,FORD ,TOURNEO ,TOURNEO CONNECT ,,FALSE
"11521",11521,PORSCHE Cayenne Turbo S,19900,12.2009,158'000,550,Automatikgetriebe,Benzin,4314 Zeiningen,2023-11-22,PORSCHE ,Cayenne ,Cayenne Turbo ,,FALSE
"11522",11522,TESLA Model S 90 D,39800,10.2015,100'000,525,,Elektro,6491 Realp,2023-11-22,TESLA ,Model ,Model S ,,FALSE
"11523",11523,SKODA Enyaq iV 80x Founders Edition,48500,02.2022,35'000,265,,Elektro,4202 Duggingen,2023-11-22,SKODA ,Enyaq ,Enyaq iV ,,FALSE
"11524",11524,FORD F-Pickup F 150 Shelby,142500,12.2019,23'000,760,Automatikgetriebe,Benzin,1897 Le Bouveret,2023-11-22,FORD ,F-Pickup ,F-Pickup F ,,FALSE
"11525",11525,FIAT Ritmo 105 Bertone Cabrio,9999,08.1986,67'500,105,Handschaltung,Benzin,9403 Goldach,2023-11-22,FIAT ,Ritmo ,Ritmo 105 ,,FALSE
"11526",11526,TESLA Model X Maximale-Reichweite,63800,09.2020,49'900,573,,Elektro,8234 Stetten SH,2023-11-22,TESLA ,Model ,Model X ,,FALSE
"11527",11527,VOLVO V70 R AWD,10500,09.2003,299'000,300,Automatikgetriebe,Benzin,1009 Pully,2023-11-22,VOLVO ,V70 ,V70 R ,,FALSE
"11528",11528,MAZDA MX-5 2.0i 16V 3rd Generation,10500,05.2006,145'710,160,Handschaltung,Benzin,4853 Murgenthal,2023-11-22,MAZDA ,MX-5 ,MX-5 2.0i ,,FALSE
"11529",11529,BMW M3 Competition M xDrive,89900,10.2022,13'000,510,Automatikgetriebe,Benzin,9464 Rüthi,2023-11-22,BMW ,M3 ,M3 Competition ,,FALSE
"11530",11530,MG TD,29900,01.1950,15'740,54,Handschaltung,Benzin,9444 Diepoldsau,2023-11-22,MG ,"","",,FALSE
"11531",11531,PORSCHE Boxster 2.7,13990,03.2001,128'000,220,Handschaltung,Benzin,4107 Ettingen,2023-11-22,PORSCHE ,Boxster ,Boxster ,,FALSE
"11532",11532,LAND ROVER RR Sport 5.0 S/C SVR,107800,03.2020,47'900,575,Automatikgetriebe,Benzin,5452 Oberrohrdorf/Baden,2023-11-22,LAND ,ROVER ,ROVER RR ,,FALSE
"11533",11533,SKODA Octavia Combi 2.0 TSI Scout 4x4 DSG,34220,06.2019,29'750,190,Automatikgetriebe,Benzin,1716 Plaffeien,2023-11-22,SKODA ,Octavia ,Octavia Combi ,,FALSE
"11534",11534,KIA EV6 77 kWh GT-Line 4x4,58580,Neues Fahrzeug,5,325,Automatikgetriebe,Elektro,9542 Münchwilen,2023-11-22,KIA ,EV6 ,EV6 77 ,,FALSE
"11535",11535,SEAT Tarraco 2.0TSI Xcellence 4Drive DSG **7-Plätzer**,30900,10.2019,71'000,190,Automatikgetriebe,Benzin,9630 Wattwil,2023-11-22,SEAT ,Tarraco ,Tarraco 2.0TSI ,,FALSE
"11536",11536,VW T-Roc 1.5 TSI EVO Sport DSG 4Motion **R-LINE**PANORAMA**,28900,06.2019,56'000,150,Automatikgetriebe,Benzin,9630 Wattwil,2023-11-22,VW ,T-Roc ,T-Roc 1.5 ,,FALSE
"11537",11537,KIA NIRO EV Power PLUS MJ2023,39977,Tageszulassung,50,204,Automatikgetriebe,Elektro,9542 Münchwilen,2023-11-22,KIA ,NIRO ,NIRO EV ,,FALSE
"11538",11538,VW CADDY Maxi 1.5 TSI DSG,42990,Vorführmodell,8'200,114,Automatikgetriebe,Benzin,9542 Münchwilen,2023-11-22,VW ,CADDY ,CADDY Maxi ,,FALSE
