"",V1,car_names,car_prices,car_registered_date,car_km,car_PS,car_configuration,car_fuelType,car_adresse,Datum,Marke,Typ_grob,Typ,Status,VerkauftIn
"6847",6847,BMW 530d Touring xDrive Steptronic,25400,03.2016,108'000,258,Automatikgetriebe,Diesel,8580 Hefenhofen-Amriswil,2023-11-18,BMW ,530d ,530d Touring ,,FALSE
"6848",6848,BMW X3 xDrive 30d Steptronic,13900,08.2013,235'440,258,Automatikgetriebe,Diesel,8408 Winterthur,2023-11-18,BMW ,X3 ,X3 xDrive ,,FALSE
"6849",6849,VW Käfer Convertible,41000,08.1971,15'000,101,Handschaltung,Benzin,9016 St. Gallen,2023-11-18,VW ,Käfer ,Käfer ,,FALSE
"6850",6850,AUDI SQ5 3.0 TDI quattro tiptronic,28500,02.2016,110'900,313,Automatikgetriebe,Diesel,1260 nyon,2023-11-18,AUDI ,SQ5 ,SQ5 3.0 ,,FALSE
"6851",6851,FORD S-MAX 2.5 Hybrid ST-Line 7P,54789,Vorführmodell,3'000,190,Automatikgetriebe,Hybrid,8952 Schlieren,2023-11-18,FORD ,S-MAX ,S-MAX 2.5 ,,FALSE
"6852",6852,OPEL Antara Benzin 2.4 Enjoy 4WD,10500,12.2006,72'100,141,Handschaltung,Benzin,5317 Hettenschwil,2023-11-18,OPEL ,Antara ,Antara Benzin ,,FALSE
"6853",6853,BMW M8 xDrive M Competition Steptronic,104900,04.2020,65'900,626,Automatikgetriebe,Benzin,8750 Glarus,2023-11-18,BMW ,M8 ,M8 xDrive ,,FALSE
"6854",6854,VW POLO 1.0 TSI Style DSG,26790,Neues Fahrzeug,5,95,Automatikgetriebe,Benzin,9542 Münchwilen,2023-11-18,VW ,POLO ,POLO 1.0 ,,FALSE
"6855",6855,ALFA ROMEO Giulietta 1.4 T MultiAir Super,15900,09.2017,45'000,150,Handschaltung,Benzin,1213 Petit-Lancy (GE),2023-11-18,ALFA ,ROMEO ,ROMEO Giulietta ,,FALSE
"6856",6856,SUBARU 2.5 Turbo 4WD WRX STI Sport,21999,11.2011,111'000,301,Handschaltung,Benzin,8494 Bauma,2023-11-18,SUBARU ,2.5 ,2.5 Turbo ,,FALSE
"6857",6857,FORD TOURNEO C Bus 310 L1 2.0 TDCi 170 Titani,31900,01.2017,99'000,170,Handschaltung,Diesel,8954 Geroldswil,2023-11-18,FORD ,TOURNEO ,TOURNEO C ,,FALSE
"6858",6858,FIAT 500 La Prima by Bocelli,29900,Neues Fahrzeug,5,119,Automatikgetriebe,Elektro,9542 Münchwilen,2023-11-18,FIAT ,500 ,500 La ,,FALSE
"6859",6859,VW ID.5 Pro Performance,48600,Neues Fahrzeug,5,204,Automatikgetriebe,Elektro,9542 Münchwilen,2023-11-18,VW ,ID.5 ,ID.5 Pro ,,FALSE
"6860",6860,MERCEDES-BENZ G 350,84890,04.2018,91'600,245,Automatikgetriebe,Diesel,9542 Münchwilen,2023-11-18,MERCEDES-BENZ ,G ,G ,,FALSE
"6861",6861,BMW 335i Cabriolet DSG,18900,10.2011,152'000,306,Automatikgetriebe,Benzin,1350 Orbe,2023-11-18,BMW ,335i ,335i Cabriolet ,,FALSE
"6862",6862,MERCEDES-BENZ AMG GT Speedshift DCT,113900,07.2015,24'900,510,Automatikgetriebe,Benzin,8162 Steinmaur,2023-11-18,MERCEDES-BENZ ,AMG ,AMG GT ,,FALSE
"6863",6863,TESLA Model 3,48900,06.2021,33'000,325,"",Elektro,4133 Pratteln,2023-11-18,TESLA ,Model ,Model ,,FALSE
"6864",6864,ROLLS-ROYCE Silver Dawn,94600,01.1954,35'000,0,Automatikgetriebe,Benzin,3777 Saanenmöser,2023-11-18,ROLLS-ROYCE ,Silver ,Silver ,,FALSE
"6865",6865,MERCEDES-BENZ V 250 d extralang Avantgarde 4Matic 9G-Tronic,98000,07.2020,67'000,190,Automatikgetriebe,Diesel,8400 Wintherthur,2023-11-18,MERCEDES-BENZ ,V ,V 250 ,,FALSE
"6866",6866,MERCEDES-BENZ SLK 200 Kompressor,18900,05.2001,35'400,163,Automatikgetriebe,Benzin,6234 Triengen,2023-11-18,MERCEDES-BENZ ,SLK ,SLK 200 ,,FALSE
"6867",6867,"ROLLS-ROYCE CORNICHE DHC, Eintausch möglich",91800,01.1970,99'999,190,Automatikgetriebe,Benzin,8405 Winterthur,2023-11-18,ROLLS-ROYCE ,CORNICHE ,"CORNICHE DHC, ",,FALSE
"6868",6868,AUDI A1 1.6 TDI Ambition,7500,10.2010,92'500,105,Handschaltung,Diesel,8280 Kreuzlingen,2023-11-18,AUDI ,A1 ,A1 1.6 ,,FALSE
"6869",6869,CHEVROLET Corvette Convertible Z06 3LZ,89500,03.2016,61'400,660,Handschaltung,Benzin,8113 Boppelsen,2023-11-18,CHEVROLET ,Corvette ,Corvette Convertible ,,FALSE
"6870",6870,OPEL KADETT C 1.2 S,12800,04.1978,38'105,0,"",Benzin,8200 Schaffhausen,2023-11-18,OPEL ,KADETT ,KADETT C ,,FALSE
"6871",6871,AUDI Q5 Sportback 50 TFSI e PHEV S line quattro S-tronic,89990,Neues Fahrzeug,25,299,Automatikgetriebe,Hybrid,1122 Romanel-sur-Morges,2023-11-18,AUDI ,Q5 ,Q5 Sportback ,,FALSE
"6872",6872,VOLVO V90 2.0 T6 TE Plus Dark eAWD,64900,01.2023,10'500,398,Automatikgetriebe,Hybrid,1920 Martigny,2023-11-18,VOLVO ,V90 ,V90 2.0 ,,FALSE
"6873",6873,MERCEDES-BENZ C 43 Cabriolet AMG 4Matic 9G-Tronic,49990,10.2017,77'456,367,Automatikgetriebe,Benzin,8852 Altendorf,2023-11-18,MERCEDES-BENZ ,C ,C 43 ,,FALSE
"6874",6874,CUPRA Formentor 1.4 eHybrid VZ DSG,49990,Neues Fahrzeug,5,245,Automatikgetriebe,Hybrid,8413 Neftenbach,2023-11-18,CUPRA ,Formentor ,Formentor 1.4 ,,FALSE
"6875",6875,VW Tiguan 2.0TSI HighLine 4Motion,34900,06.2019,89'400,230,Automatikgetriebe,Benzin,1726 Farvagny-le-Grand,2023-11-18,VW ,Tiguan ,Tiguan 2.0TSI ,,FALSE
"6876",6876,MINI Clubman Cooper S ALL4 Steptronic Last Edition,51999,Neues Fahrzeug,21,178,Automatikgetriebe,Benzin,9495 Triesen,2023-11-18,MINI ,Clubman ,Clubman Cooper ,,FALSE
"6877",6877,SKODA Kodiaq 2.0 TSI Ambition 4x4,31900,09.2019,69'000,190,Automatikgetriebe,Benzin,1032 Romanel sur Lausanne,2023-11-18,SKODA ,Kodiaq ,Kodiaq 2.0 ,,FALSE
"6878",6878,VOLVO C40 E80 Ultimate AWD,67570,Neues Fahrzeug,50,408,Automatikgetriebe,Elektro,8913 Ottenbach,2023-11-18,VOLVO ,C40 ,C40 E80 ,,FALSE
"6879",6879,CITROEN C3 1.2 PureTech Swiss Edition+,22140,Neues Fahrzeug,20,110,Automatikgetriebe,Benzin,9015 St. Gallen,2023-11-18,CITROEN ,C3 ,C3 1.2 ,,FALSE
"6880",6880,AUDI SQ5 3.0 TFSI quattro S-tronic,39790,04.2018,114'800,354,Automatikgetriebe,Benzin,1245 Collonge-Bellerive / Genève,2023-11-18,AUDI ,SQ5 ,SQ5 3.0 ,,FALSE
"6881",6881,FIAT FIAT 1500 TS OD 1500,13890,05.1965,14'414,0,Handschaltung,Benzin,2350 Saignelégier,2023-11-18,FIAT ,FIAT ,FIAT 1500 ,,FALSE
"6882",6882,PORSCHE 944 Turbo Cup,125000,04.1987,165'756,290,Handschaltung,Benzin,8252 Schlatt,2023-11-18,PORSCHE ,944 ,944 Turbo ,,FALSE
"6883",6883,BMW 328Ci Coupé,14000,03.2000,110'000,193,Automatikgetriebe,Benzin,4563 Gerlafingen,2023-11-18,BMW ,328Ci ,328Ci ,,FALSE
"6884",6884,DODGE Charger,179000,07.1970,42'893,375,Handschaltung,Benzin,8704 Herrliberg,2023-11-18,DODGE ,"","",,FALSE
"6885",6885,PORSCHE 911 GT2,220000,11.2008,44'554,530,Handschaltung,Benzin,6900 Lugano,2023-11-18,PORSCHE ,911 ,911 ,,FALSE
"6886",6886,FORD Model A,29900,01.1929,42'500,40,Handschaltung,Benzin,5074 Eiken,2023-11-18,FORD ,Model ,Model ,,FALSE
"6887",6887,OPEL Astra Caravan 1.6i 16V TP Elegance,3500,01.2005,140'000,105,Handschaltung,Benzin,6232 Geuensee,2023-11-18,OPEL ,Astra ,Astra Caravan ,,FALSE
"6888",6888,MERCEDES-BENZ AMG GT S Speedshift DCT,112500,04.2018,39'999,522,Automatikgetriebe,Benzin,5610 WOHLEN,2023-11-18,MERCEDES-BENZ ,AMG ,AMG GT ,,FALSE
"6889",6889,"FORD FAIRLANE 500 Skyliner, Eintausch möglich",135000,01.1957,99'999,245,Automatikgetriebe,Benzin,8405 Winterthur,2023-11-18,FORD ,FAIRLANE ,FAIRLANE 500 ,,FALSE
"6890",6890,BMW X1 xDrive 18d Swiss Advantage Sport Steptronic,27953,03.2019,44'000,150,Automatikgetriebe,Diesel,8057 Zürich,2023-11-18,BMW ,X1 ,X1 xDrive ,,FALSE
"6891",6891,AUDI Q3 35 TFSI S-tronic,37900,05.2021,29'400,150,Automatikgetriebe,Benzin,1726 Farvagny-le-Grand,2023-11-18,AUDI ,Q3 ,Q3 35 ,,FALSE
"6892",6892,AUDI Q3 35 TFSI advanced S-tronic,34900,09.2022,27'705,150,Automatikgetriebe,Benzin,6012 Kriens-Obernau,2023-11-18,AUDI ,Q3 ,Q3 35 ,,FALSE
"6893",6893,BMW 330d xDr 48V T M Sport,59999,12.2022,19'100,285,Automatikgetriebe,Diesel,4147 Aesch BL,2023-11-18,BMW ,330d ,330d xDr ,,FALSE
"6894",6894,BMW 218i Act. Tour. M Sport,41999,10.2022,7'000,136,Automatikgetriebe,Benzin,4147 Aesch BL,2023-11-18,BMW ,218i ,218i Act. ,,FALSE
"6895",6895,CUPRA Ateca 2.0TSI Inicio 4Drive DSG,43900,Vorführmodell,4'000,190,Automatikgetriebe,Benzin,6010 Kriens LU,2023-11-18,CUPRA ,Ateca ,Ateca 2.0TSI ,,FALSE
"6896",6896,AUDI SQ7 4.0 TDI quattro tiptronic,67900,12.2016,86'000,435,Automatikgetriebe,Diesel,1032 Romanel sur Lausanne,2023-11-18,AUDI ,SQ7 ,SQ7 4.0 ,,FALSE
"6897",6897,FORD Fiesta 1.0 EcoB Hybrid Titanium X,26360,Neues Fahrzeug,10,125,Automatikgetriebe,Benzin,6010 Kriens-Luzern,2023-11-18,FORD ,Fiesta ,Fiesta 1.0 ,,FALSE
"6898",6898,FORD Fiesta 1.0 EcoB Hybrid Active,24120,Neues Fahrzeug,10,125,Handschaltung,Benzin,6010 Kriens-Luzern,2023-11-18,FORD ,Fiesta ,Fiesta 1.0 ,,FALSE
"6899",6899,FORD Puma 1.0 EcoB Hybrid 155 ST-Line X,35789,Neues Fahrzeug,10,155,Automatikgetriebe,Benzin,6010 Kriens-Luzern,2023-11-18,FORD ,Puma ,Puma 1.0 ,,FALSE
"6900",6900,FORD Puma 1.0 EcoB Hybrid 125 ST-Line X,33789,Neues Fahrzeug,5,125,Automatikgetriebe,Benzin,6010 Kriens-Luzern,2023-11-18,FORD ,Puma ,Puma 1.0 ,,FALSE
"6901",6901,"VW CC 2.0 TDI 16V/BLUE MOTION, DSG, Erstbesitz",11450,01.2010,169'000,140,Automatikgetriebe,Diesel,8052 Zürich,2023-11-18,VW ,CC ,CC 2.0 ,,FALSE
"6902",6902,AUDI RS5 Coupé 4.2 FSI quattro S-tronic,31000,04.2011,96'000,450,Automatikgetriebe,Benzin,1094 Paudex,2023-11-18,AUDI ,RS5 ,RS5 Coupé ,,FALSE
"6903",6903,BMW M Coupé,46000,01.1999,129'800,321,Handschaltung,Benzin,1991 Salins,2023-11-18,BMW ,M ,M ,,FALSE
"6904",6904,MERCEDES-BENZ CLA 220 Coupé,28000,10.2018,62'000,184,Automatikgetriebe,Benzin,8832 Wollerau,2023-11-18,MERCEDES-BENZ ,CLA ,CLA 220 ,,FALSE
"6905",6905,BMW Z3 1.8i Roadster,6900,03.1997,130'000,118,Handschaltung,Benzin,1206 Genève,2023-11-18,BMW ,Z3 ,Z3 1.8i ,,FALSE
"6906",6906,MERCEDES-BENZ GLS 350 d 4Matic 9G-TRONIC,41900,06.2017,190'000,258,Automatikgetriebe,Diesel,8002 Zürich,2023-11-18,MERCEDES-BENZ ,GLS ,GLS 350 ,,FALSE
"6907",6907,MINI Cooper S Steptronic,14500,07.2014,94'000,192,Automatikgetriebe,Benzin,1205 Geneve,2023-11-18,MINI ,Cooper ,Cooper S ,,FALSE
"6908",6908,BMW X1 xDrive 18d M Sport Steptronic,18500,06.2016,142'300,234,Automatikgetriebe,Diesel,1964 Conthey,2023-11-18,BMW ,X1 ,X1 xDrive ,,FALSE
"6909",6909,BMW Z3 Coupé 3.0i,34999,03.2001,33'000,231,Automatikgetriebe,Benzin,8057 Zurich,2023-11-18,BMW ,Z3 ,Z3 Coupé ,,FALSE
"6910",6910,VW CC Albar,13900,04.1969,60'000,0,Handschaltung,Benzin,1242 satigny,2023-11-18,VW ,CC ,CC ,,FALSE
"6911",6911,BMW X3 xDrive M Competition,64500,06.2020,67'500,510,Automatikgetriebe,Benzin,9200 Gossau,2023-11-18,BMW ,X3 ,X3 xDrive ,,FALSE
"6912",6912,VW T-Roc 2.0 TSI R DSG 4Motion,43200,11.2021,15'500,360,Automatikgetriebe,Benzin,8416 Flaach,2023-11-18,VW ,T-Roc ,T-Roc 2.0 ,,FALSE
"6913",6913,SKODA Karoq 1.5 TSI SportLine DSG,47990,Neues Fahrzeug,11,150,Automatikgetriebe,Benzin,8048 Zürich,2023-11-18,SKODA ,Karoq ,Karoq 1.5 ,,FALSE
"6914",6914,AUDI Q3 45 TFSI S line quattro S-tronic,38990,09.2019,74'500,230,Automatikgetriebe,Benzin,1245 Collonge-Bellerive / Genève,2023-11-18,AUDI ,Q3 ,Q3 45 ,,FALSE
"6915",6915,HYUNDAI Tucson 1.6 TGDI Vertex 4WD Automatic,20900,08.2016,86'200,177,Automatikgetriebe,Benzin,6410 Goldau,2023-11-18,HYUNDAI ,Tucson ,Tucson 1.6 ,,FALSE
"6916",6916,BMW M135i xDrive Steptronic,26600,11.2015,96'600,326,Automatikgetriebe,Benzin,8909 Zwillikon,2023-11-18,BMW ,M135i ,M135i xDrive ,,FALSE
"6917",6917,TOYOTA BZ4X 6.6 kw OBC Premium AWD,53900,Vorführmodell,5'800,218,Automatikgetriebe,Elektro,9542 Münchwilen,2023-11-18,TOYOTA ,BZ4X ,BZ4X 6.6 ,,FALSE
"6918",6918,MASERATI Ghibli 3.0 V6 S Q4,31800,09.2014,102'800,410,Automatikgetriebe,Benzin,9015 St. Gallen,2023-11-18,MASERATI ,Ghibli ,Ghibli 3.0 ,,FALSE
"6919",6919,TOYOTA BZ4X Style AWD (6.6 kW OBC),45600,01.2023,11'000,218,Automatikgetriebe,Elektro,6403 Küssnacht am Rigi,2023-11-18,TOYOTA ,BZ4X ,BZ4X Style ,,FALSE
"6920",6920,SUBARU Impreza 2.0i e-Boxer Swiss Plus 4x4 Hybrid,34800,Vorführmodell,1'500,166,Automatikgetriebe,Hybrid,3930 Visp,2023-11-18,SUBARU ,Impreza ,Impreza 2.0i ,,FALSE
"6921",6921,AERO t Rex 3s,19999,Neues Fahrzeug,100,0,Handschaltung,Benzin,9000 Sankt Gallen,2023-11-18,AERO ,t ,t Rex ,,FALSE
"6922",6922,PORSCHE Boxster S 3.2,29500,04.2002,25'000,252,Handschaltung,Benzin,4410 Liestal,2023-11-18,PORSCHE ,Boxster ,Boxster S ,,FALSE
"6923",6923,BMW M135i xDrive Steptronic,43500,05.2020,54'000,306,Automatikgetriebe,Benzin,4900 Langenthal,2023-11-18,BMW ,M135i ,M135i xDrive ,,FALSE
"6924",6924,FIAT 500 1.4 16V Turbo Abarth 695 SS,32300,02.2011,23'300,180,Handschaltung,Benzin,6900 Lugano,2023-11-18,FIAT ,500 ,500 1.4 ,,FALSE
"6925",6925,MASERATI 3200 GT,24900,05.2000,39'500,370,Handschaltung,Benzin,1009 PULLY,2023-11-18,MASERATI ,3200 ,3200 ,,FALSE
"6926",6926,FIAT Bravo 2.0 20V HGT,2999,07.1996,321'000,147,Handschaltung,Benzin,3422 Rüdtligen,2023-11-18,FIAT ,Bravo ,Bravo 2.0 ,,FALSE
"6927",6927,PORSCHE Porsche 356 B T5 Super 90,129500,12.1960,115'000,90,Handschaltung,Benzin,8234 Stetten,2023-11-18,PORSCHE ,Porsche ,Porsche 356 ,,FALSE
"6928",6928,AUDI A1 Sportback 1.6 TDI Ambition S Line,10500,08.2012,224'000,105,Handschaltung,Diesel,1000 Lausanne,2023-11-18,AUDI ,A1 ,A1 Sportback ,,FALSE
"6929",6929,BMW Z4 sDrive23i Steptronic,22490,02.2012,38'850,204,Automatikgetriebe,Benzin,1206 Genève,2023-11-18,BMW ,Z4 ,Z4 sDrive23i ,,FALSE
"6930",6930,PORSCHE 911 Targa 2.0 S,139000,06.1969,27'000,170,Handschaltung,Benzin,1950 Sion,2023-11-18,PORSCHE ,911 ,911 Targa ,,FALSE
"6931",6931,FORD FOCUS Station Wagon 1.5i EcoB SCTi ST-Line X,28890,10.2021,37'500,150,Automatikgetriebe,Benzin,9542 Münchwilen,2023-11-18,FORD ,FOCUS ,FOCUS Station ,,FALSE
"6932",6932,AUDI e-tron GT quattro,94980,02.2022,3'700,530,Automatikgetriebe,Elektro,9542 Münchwilen,2023-11-18,AUDI ,e-tron ,e-tron GT ,,FALSE
"6933",6933,AUDI A3 Sportback 40 TFSI S Line quattro S-Tronic,41780,03.2022,9'900,190,Automatikgetriebe,Benzin,9542 Münchwilen,2023-11-18,AUDI ,A3 ,A3 Sportback ,,FALSE
"6934",6934,TOYOTA COROLLA Touring Sports 2.0 HSD GR-S,39999,Vorführmodell,14'000,184,Automatikgetriebe,Hybrid,9542 Münchwilen,2023-11-18,TOYOTA ,COROLLA ,COROLLA Touring ,,FALSE
